ensembl_gene_id,gene_symbol,druggability_tier,small_mol_druggable,bio_druggable,adme_gene
ENSG00000165731,RET,Tier 1,Y,N,N
ENSG00000165841,CYP2C19,Tier 1,Y,N,Y
ENSG00000166148,AVPR1A,Tier 1,Y,Y,N
ENSG00000166206,GABRB3,Tier 1,Y,Y,N
ENSG00000166501,PRKCB,Tier 1,Y,N,N
ENSG00000166603,MC4R,Tier 1,Y,Y,N
ENSG00000166736,HTR3A,Tier 1,Y,N,N
ENSG00000166741,NNMT,Tier 1,Y,N,Y
ENSG00000166794,PPIB,Tier 1,Y,Y,N
ENSG00000166851,PLK1,Tier 1,Y,N,N
ENSG00000167165,UGT1A6,Tier 1,N,N,Y
ENSG00000167244,IGF2,Tier 1,N,Y,N
ENSG00000167325,RRM1,Tier 1,Y,N,N
ENSG00000167346,MMP26,Tier 1,Y,Y,N
ENSG00000167397,VKORC1,Tier 1,Y,N,N
ENSG00000167434,CA4,Tier 1,Y,Y,N
ENSG00000167468,GPX4,Tier 1,N,N,Y
ENSG00000167536,DHRS13,Tier 1,N,N,Y
ENSG00000167600,CYP2S1,Tier 1,Y,N,Y
ENSG00000167601,AXL,Tier 1,Y,Y,N
ENSG00000167653,PSCA,Tier 1,N,Y,N
ENSG00000167657,DAPK3,Tier 1,Y,N,N
ENSG00000167658,EEF2,Tier 1,N,Y,N
ENSG00000167723,TRPV3,Tier 1,Y,N,N
ENSG00000167900,TK1,Tier 1,Y,N,N
ENSG00000167910,CYP7A1,Tier 1,N,N,Y
ENSG00000167941,SOST,Tier 1,N,Y,N
ENSG00000168065,SLC22A11,Tier 1,Y,Y,Y
ENSG00000168067,MAP4K2,Tier 1,Y,N,N
ENSG00000168229,PTGDR,Tier 1,Y,N,N
ENSG00000168298,HIST1H1E,Tier 1,N,Y,N
ENSG00000168356,SCN11A,Tier 1,Y,N,N
ENSG00000168398,BDKRB2,Tier 1,Y,Y,N
ENSG00000168412,MTNR1A,Tier 1,Y,N,N
ENSG00000168522,FNTA,Tier 1,Y,N,N
ENSG00000168539,CHRM1,Tier 1,Y,N,N
ENSG00000168610,STAT3,Tier 1,Y,Y,N
ENSG00000168615,ADAM9,Tier 1,Y,Y,N
ENSG00000168748,CA7,Tier 1,Y,N,N
ENSG00000168765,GSTM4,Tier 1,N,N,Y
ENSG00000168830,HTR1E,Tier 1,Y,Y,N
ENSG00000168959,GRM5,Tier 1,Y,N,N
ENSG00000169032,MAP2K1,Tier 1,Y,N,N
ENSG00000169083,AR,Tier 1,Y,Y,N
ENSG00000169084,DHRSX,Tier 1,N,N,Y
ENSG00000169174,PCSK9,Tier 1,N,Y,N
ENSG00000169194,IL13,Tier 1,N,Y,N
ENSG00000169239,CA5B,Tier 1,Y,N,N
ENSG00000169245,CXCL10,Tier 1,N,Y,N
ENSG00000169252,ADRB2,Tier 1,Y,Y,N
ENSG00000169313,P2RY12,Tier 1,Y,N,N
ENSG00000169398,PTK2,Tier 1,Y,N,N
ENSG00000169403,PTAFR,Tier 1,Y,Y,N
ENSG00000169418,NPR1,Tier 1,Y,Y,N
ENSG00000169427,KCNK9,Tier 1,Y,N,N
ENSG00000169429,IL8,Tier 1,Y,Y,N
ENSG00000169432,SCN9A,Tier 1,Y,N,N
ENSG00000169442,CD52,Tier 1,N,Y,N
ENSG00000169676,DRD5,Tier 1,Y,N,N
ENSG00000169710,FASN,Tier 1,Y,N,N
ENSG00000169783,LINGO1,Tier 1,N,Y,N
ENSG00000169836,TACR3,Tier 1,Y,Y,N
ENSG00000169967,MAP3K2,Tier 1,Y,N,N
ENSG00000170145,SIK2,Tier 1,Y,N,N
ENSG00000170175,CHRNB1,Tier 1,Y,Y,N
ENSG00000170209,ANKK1,Tier 1,Y,N,N
ENSG00000170214,ADRA1B,Tier 1,Y,Y,N
ENSG00000170312,CDK1,Tier 1,Y,N,N
ENSG00000170421,KRT8,Tier 1,N,Y,N
ENSG00000170425,ADORA2B,Tier 1,Y,Y,N
ENSG00000170430,MGMT,Tier 1,Y,N,N
ENSG00000170458,CD14,Tier 1,N,Y,N
ENSG00000170558,CDH2,Tier 1,N,Y,N
ENSG00000170820,FSHR,Tier 1,Y,Y,N
ENSG00000170899,GSTA4,Tier 1,N,N,Y
ENSG00000170956,CEACAM3,Tier 1,N,Y,N
ENSG00000170989,S1PR1,Tier 1,Y,Y,N
ENSG00000171094,ALK,Tier 1,Y,Y,N
ENSG00000171105,INSR,Tier 1,Y,Y,N
ENSG00000171132,PRKCE,Tier 1,Y,N,N
ENSG00000171189,GRIK1,Tier 1,Y,N,N
ENSG00000171234,UGT2B7,Tier 1,Y,Y,Y
ENSG00000171298,GAA,Tier 1,Y,N,N
ENSG00000171303,KCNK3,Tier 1,Y,N,N
ENSG00000171310,CHST11,Tier 1,N,N,Y
ENSG00000171345,KRT19,Tier 1,N,Y,N
ENSG00000171408,PDE7B,Tier 1,Y,N,N
ENSG00000171428,NAT1,Tier 1,Y,N,Y
ENSG00000171497,PPID,Tier 1,Y,Y,N
ENSG00000171522,PTGER4,Tier 1,Y,N,N
ENSG00000171552,BCL2L1,Tier 1,Y,N,N
ENSG00000171557,FGG,Tier 1,N,Y,N
ENSG00000171560,FGA,Tier 1,N,Y,N
ENSG00000171564,FGB,Tier 1,N,Y,N
ENSG00000171608,PIK3CD,Tier 1,Y,N,N
ENSG00000171720,HDAC3,Tier 1,Y,N,N
ENSG00000171759,PAH,Tier 1,Y,N,N
ENSG00000171791,BCL2,Tier 1,Y,N,N
ENSG00000171848,RRM2,Tier 1,Y,N,N
ENSG00000171873,ADRA1D,Tier 1,Y,Y,N
ENSG00000171903,CYP4F11,Tier 1,Y,N,Y
ENSG00000172037,LAMB2,Tier 1,N,Y,N
ENSG00000172062,SMN1,Tier 1,Y,N,N
ENSG00000172156,CCL11,Tier 1,N,Y,N
ENSG00000172270,BSG,Tier 1,N,Y,N
ENSG00000172572,PDE3A,Tier 1,Y,N,Y
ENSG00000172817,CYP7B1,Tier 1,N,N,Y
ENSG00000172819,RARG,Tier 1,Y,N,N
ENSG00000172831,CES2,Tier 1,Y,Y,Y
ENSG00000172889,EGFL7,Tier 1,N,Y,N
ENSG00000172893,DHCR7,Tier 1,Y,N,N
ENSG00000172940,SLC22A13,Tier 1,Y,N,Y
ENSG00000172955,ADH6,Tier 1,Y,N,Y
ENSG00000173020,ADRBK1,Tier 1,Y,N,N
ENSG00000173153,ESRRA,Tier 1,Y,N,N
ENSG00000173175,ADCY5,Tier 1,Y,N,N
ENSG00000173198,CYSLTR1,Tier 1,Y,N,N
ENSG00000173327,MAP3K11,Tier 1,Y,N,N
ENSG00000173511,VEGFB,Tier 1,N,Y,N
ENSG00000173585,CCR9,Tier 1,Y,Y,N
ENSG00000173597,SULT1B1,Tier 1,N,N,Y
ENSG00000173610,UGT2A1,Tier 1,N,N,Y
ENSG00000173638,SLC19A1,Tier 1,N,Y,Y
ENSG00000173930,SLCO4C1,Tier 1,Y,N,Y
ENSG00000174156,GSTA3,Tier 1,N,N,Y
ENSG00000174175,SELP,Tier 1,Y,Y,N
ENSG00000174292,TNK1,Tier 1,Y,N,N
ENSG00000174417,TRHR,Tier 1,Y,Y,N
ENSG00000174607,UGT8,Tier 1,N,N,Y
ENSG00000174640,SLCO2A1,Tier 1,Y,N,Y
ENSG00000174669,SLC29A2,Tier 1,Y,N,Y
ENSG00000174672,BRSK2,Tier 1,Y,N,N
ENSG00000174775,HRAS,Tier 1,Y,N,N
ENSG00000174807,CD248,Tier 1,N,Y,N
ENSG00000174990,CA5A,Tier 1,Y,N,N
ENSG00000175003,SLC22A1,Tier 1,Y,N,Y
ENSG00000175040,CHST2,Tier 1,N,N,Y
ENSG00000175206,NPPA,Tier 1,Y,Y,N
ENSG00000175264,CHST1,Tier 1,N,N,Y
ENSG00000175305,CCNE2,Tier 1,Y,N,N
ENSG00000175344,CHRNA7,Tier 1,Y,Y,N
ENSG00000175535,PNLIP,Tier 1,Y,Y,N
ENSG00000175591,P2RY2,Tier 1,Y,Y,N
ENSG00000175756,AURKAIP1,Tier 1,Y,N,N
ENSG00000176014,TUBB6,Tier 1,Y,Y,N
ENSG00000176105,YES1,Tier 1,Y,N,N
ENSG00000176136,MC5R,Tier 1,Y,Y,N
ENSG00000176153,GPX2,Tier 1,N,N,Y
ENSG00000176387,HSD11B2,Tier 1,Y,N,N
ENSG00000176444,CLK2,Tier 1,Y,N,N
ENSG00000176463,SLCO3A1,Tier 1,N,N,Y
ENSG00000176601,MAP3K19,Tier 1,Y,N,N
ENSG00000176749,CDK5R1,Tier 1,Y,N,N
ENSG00000176884,GRIN1,Tier 1,Y,N,N
ENSG00000176890,TYMS,Tier 1,Y,N,N
ENSG00000177084,POLE,Tier 1,Y,N,N
ENSG00000177169,ULK1,Tier 1,Y,N,N
ENSG00000177189,RPS6KA3,Tier 1,Y,N,N
ENSG00000177455,CD19,Tier 1,N,Y,N
ENSG00000177628,GBA,Tier 1,Y,Y,N
ENSG00000177663,IL17RA,Tier 1,N,Y,N
ENSG00000178035,IMPDH2,Tier 1,Y,N,N
ENSG00000178084,HTR3C,Tier 1,Y,N,N
ENSG00000178394,HTR1A,Tier 1,Y,Y,N
ENSG00000178467,P4HTM,Tier 1,Y,N,N
ENSG00000178562,CD28,Tier 1,N,Y,N
ENSG00000178568,ERBB4,Tier 1,Y,Y,N
ENSG00000178607,ERN1,Tier 1,Y,N,N
ENSG00000178623,GPR35,Tier 1,Y,Y,N
ENSG00000178950,GAK,Tier 1,Y,N,N
ENSG00000178999,AURKB,Tier 1,Y,N,N
ENSG00000179097,HTR1F,Tier 1,Y,Y,N
ENSG00000179142,CYP11B2,Tier 1,Y,N,Y
ENSG00000179546,HTR1D,Tier 1,Y,Y,N
ENSG00000179603,GRM8,Tier 1,Y,N,N
ENSG00000179921,GPBAR1,Tier 1,Y,N,N
ENSG00000180176,TH,Tier 1,Y,N,N
ENSG00000180210,F2,Tier 1,Y,Y,N
ENSG00000180370,PAK2,Tier 1,Y,N,N
ENSG00000180432,CYP8B1,Tier 1,N,N,Y
ENSG00000180616,SSTR2,Tier 1,Y,Y,N
ENSG00000180638,SLC47A2,Tier 1,Y,N,Y
ENSG00000180720,CHRM4,Tier 1,Y,Y,N
ENSG00000180739,S1PR5,Tier 1,Y,Y,N
ENSG00000180767,CHST13,Tier 1,N,N,Y
ENSG00000180772,AGTR2,Tier 1,Y,Y,N
ENSG00000180815,MAP3K15,Tier 1,Y,N,N
ENSG00000180871,CXCR2,Tier 1,Y,Y,N
ENSG00000180914,OXTR,Tier 1,Y,Y,N
ENSG00000181019,NQO1,Tier 1,Y,N,N
ENSG00000181072,CHRM2,Tier 1,Y,Y,N
ENSG00000181085,MAPK15,Tier 1,Y,N,N
ENSG00000181104,F2R,Tier 1,Y,Y,N
ENSG00000181143,MUC16,Tier 1,N,Y,N
ENSG00000181408,UTS2R,Tier 1,Y,Y,N
ENSG00000181856,SLC2A4,Tier 1,N,Y,Y
ENSG00000182256,GABRG3,Tier 1,Y,Y,N
ENSG00000182333,LIPF,Tier 1,Y,Y,N
ENSG00000182541,LIMK2,Tier 1,Y,N,N
ENSG00000182578,CSF1R,Tier 1,Y,Y,N
ENSG00000182580,EPHB3,Tier 1,Y,N,N
ENSG00000182782,HCAR2,Tier 1,Y,Y,N
ENSG00000182793,GSTA5,Tier 1,N,N,Y
ENSG00000182866,LCK,Tier 1,Y,N,N
ENSG00000183044,ABAT,Tier 1,Y,N,N
ENSG00000183049,CAMK1D,Tier 1,Y,N,N
ENSG00000183134,PTGDR2,Tier 1,Y,Y,N
ENSG00000183196,CHST6,Tier 1,N,N,Y
ENSG00000183317,EPHA10,Tier 1,Y,Y,N
ENSG00000183421,RIPK4,Tier 1,Y,N,N
ENSG00000183454,GRIN2A,Tier 1,Y,N,N
ENSG00000183473,SSTR3,Tier 1,Y,Y,N
ENSG00000183735,TBK1,Tier 1,Y,N,N
ENSG00000183765,CHEK2,Tier 1,Y,N,N
ENSG00000183813,CCR4,Tier 1,Y,Y,N
ENSG00000183873,SCN5A,Tier 1,Y,N,N
ENSG00000183943,PRKX,Tier 1,Y,N,N
ENSG00000184156,KCNQ3,Tier 1,Y,N,N
ENSG00000184160,ADRA2C,Tier 1,Y,Y,N
ENSG00000184216,IRAK1,Tier 1,Y,N,N
ENSG00000184254,ALDH1A3,Tier 1,Y,N,Y
ENSG00000184304,PRKD1,Tier 1,Y,N,N
ENSG00000184343,SRPK3,Tier 1,Y,N,N
ENSG00000184357,HIST1H1B,Tier 1,N,Y,N
ENSG00000184371,CSF1,Tier 1,N,Y,N
ENSG00000184428,TOP1MT,Tier 1,Y,N,N
ENSG00000184544,DHRS7C,Tier 1,N,N,Y
ENSG00000184588,PDE4B,Tier 1,Y,N,N
ENSG00000184674,GSTT1,Tier 1,N,N,Y
ENSG00000184845,DRD1,Tier 1,Y,N,N
ENSG00000184937,WT1,Tier 1,N,Y,N
ENSG00000184984,CHRM5,Tier 1,Y,Y,N
ENSG00000184999,SLC22A10,Tier 1,Y,N,Y
ENSG00000185010,F8,Tier 1,N,Y,N
ENSG00000185015,CA13,Tier 1,Y,N,N
ENSG00000185231,MC2R,Tier 1,Y,Y,N
ENSG00000185291,IL3RA,Tier 1,N,Y,N
ENSG00000185313,SCN10A,Tier 1,Y,N,N
ENSG00000185386,MAPK11,Tier 1,Y,N,N
ENSG00000185499,MUC1,Tier 1,N,Y,N
ENSG00000185513,L3MBTL1,Tier 1,Y,N,N
ENSG00000185559,DLK1,Tier 1,Y,Y,N
ENSG00000185664,PMEL,Tier 1,N,Y,N
ENSG00000185686,PRAME,Tier 1,N,Y,N
ENSG00000185760,KCNQ5,Tier 1,Y,N,N
ENSG00000185974,GRK1,Tier 1,Y,N,N
ENSG00000186009,ATP4B,Tier 1,Y,N,N
ENSG00000186038,HTR3E,Tier 1,Y,N,N
ENSG00000186090,HTR3D,Tier 1,Y,N,N
ENSG00000186104,CYP2R1,Tier 1,Y,N,Y
ENSG00000186115,CYP4F2,Tier 1,Y,N,Y
ENSG00000186160,CYP4Z1,Tier 1,Y,N,Y
ENSG00000186204,CYP4F12,Tier 1,Y,N,Y
ENSG00000186297,GABRA5,Tier 1,Y,N,N
ENSG00000186318,BACE1,Tier 1,Y,Y,N
ENSG00000186350,RXRA,Tier 1,Y,N,Y
ENSG00000186526,CYP4F8,Tier 1,N,N,Y
ENSG00000186529,CYP4F3,Tier 1,Y,N,Y
ENSG00000186716,BCR,Tier 1,Y,N,N
ENSG00000186795,KCNK18,Tier 1,Y,N,N
ENSG00000186803,IFNA10,Tier 1,N,Y,N
ENSG00000186827,TNFRSF4,Tier 1,N,Y,N
ENSG00000186868,MAPT,Tier 1,Y,N,N
ENSG00000186891,TNFRSF18,Tier 1,N,Y,N
ENSG00000186951,PPARA,Tier 1,Y,N,Y
ENSG00000187010,RHD,Tier 1,N,Y,N
ENSG00000187048,CYP4A11,Tier 1,Y,N,Y
ENSG00000187134,AKR1C1,Tier 1,Y,N,N
ENSG00000187258,NPSR1,Tier 1,Y,Y,N
ENSG00000187266,EPOR,Tier 1,N,Y,N
ENSG00000187486,KCNJ11,Tier 1,Y,Y,Y
ENSG00000187553,CYP26C1,Tier 1,Y,N,Y
ENSG00000187630,DHRS4L2,Tier 1,N,N,Y
ENSG00000187758,ADH1A,Tier 1,Y,N,Y
ENSG00000187837,HIST1H1C,Tier 1,N,Y,N
ENSG00000188130,MAPK12,Tier 1,Y,N,N
ENSG00000188229,TUBB4B,Tier 1,Y,Y,N
ENSG00000188257,PLA2G2A,Tier 1,Y,Y,N
ENSG00000188379,IFNA2,Tier 1,N,Y,N
ENSG00000188389,PDCD1,Tier 1,N,Y,N
ENSG00000188404,SELL,Tier 1,Y,Y,N
ENSG00000188641,DPYD,Tier 1,Y,N,Y
ENSG00000188778,ADRB3,Tier 1,Y,Y,N
ENSG00000188784,PLA2G2E,Tier 1,Y,Y,N
ENSG00000188822,CNR2,Tier 1,Y,Y,N
ENSG00000188906,LRRK2,Tier 1,Y,N,N
ENSG00000189013,KIR2DL4,Tier 1,N,Y,N
ENSG00000189060,H1F0,Tier 1,N,Y,N
ENSG00000189091,SF3B3,Tier 1,Y,N,N
ENSG00000189221,MAOA,Tier 1,Y,N,Y
ENSG00000196126,HLA-DRB1,Tier 1,N,Y,N
ENSG00000196132,MYT1,Tier 1,Y,N,N
ENSG00000196139,AKR1C3,Tier 1,Y,N,N
ENSG00000196188,CTSE,Tier 1,Y,Y,N
ENSG00000196218,RYR1,Tier 1,Y,N,N
ENSG00000196230,TUBB,Tier 1,Y,Y,N
ENSG00000196262,PPIA,Tier 1,Y,Y,N
ENSG00000196305,IARS,Tier 1,Y,N,N
ENSG00000196344,ADH7,Tier 1,Y,Y,Y
ENSG00000196352,CD55,Tier 1,N,Y,N
ENSG00000196411,EPHB4,Tier 1,Y,N,N
ENSG00000196468,FGF16,Tier 1,Y,Y,N
ENSG00000196498,NCOR2,Tier 1,Y,N,N
ENSG00000196502,SULT1A1,Tier 1,N,N,Y
ENSG00000196517,SLC6A9,Tier 1,Y,N,N
ENSG00000196549,MME,Tier 1,Y,Y,N
ENSG00000196557,CACNA1H,Tier 1,Y,N,N
ENSG00000196569,LAMA2,Tier 1,N,Y,N
ENSG00000196591,HDAC2,Tier 1,Y,N,N
ENSG00000196611,MMP1,Tier 1,Y,Y,N
ENSG00000196616,ADH1B,Tier 1,Y,N,Y
ENSG00000196620,UGT2B15,Tier 1,N,N,Y
ENSG00000196639,HRH1,Tier 1,Y,N,N
ENSG00000196664,TLR7,Tier 1,Y,N,N
ENSG00000196689,TRPV1,Tier 1,Y,N,N
ENSG00000196730,DAPK1,Tier 1,Y,N,N
ENSG00000196811,CHRNG,Tier 1,Y,N,N
ENSG00000196839,ADA,Tier 1,Y,Y,N
ENSG00000196876,SCN8A,Tier 1,Y,N,N
ENSG00000196878,LAMB3,Tier 1,N,Y,N
ENSG00000197122,SRC,Tier 1,Y,N,N
ENSG00000197150,ABCB8,Tier 1,Y,N,Y
ENSG00000197165,SULT1A2,Tier 1,N,N,Y
ENSG00000197208,SLC22A4,Tier 1,Y,N,Y
ENSG00000197299,BLM,Tier 1,Y,N,N
ENSG00000197375,SLC22A5,Tier 1,Y,N,Y
ENSG00000197386,HTT,Tier 1,Y,N,N
ENSG00000197408,CYP2B6,Tier 1,Y,N,Y
ENSG00000197442,MAP3K5,Tier 1,Y,N,N
ENSG00000197446,CYP2F1,Tier 1,Y,N,Y
ENSG00000197448,GSTK1,Tier 1,Y,Y,Y
ENSG00000197506,SLC28A3,Tier 1,N,N,Y
ENSG00000197561,ELANE,Tier 1,Y,Y,N
ENSG00000197616,MYH6,Tier 1,N,Y,N
ENSG00000197635,DPP4,Tier 1,Y,Y,N
ENSG00000197646,PDCD1LG2,Tier 1,N,Y,N
ENSG00000197766,CFD,Tier 1,N,Y,N
ENSG00000197838,CYP2A13,Tier 1,Y,N,Y
ENSG00000197888,UGT2B17,Tier 1,N,N,Y
ENSG00000197891,SLC22A12,Tier 1,Y,N,Y
ENSG00000197894,ADH5,Tier 1,Y,N,Y
ENSG00000197901,SLC22A6,Tier 1,Y,N,Y
ENSG00000197919,IFNA1,Tier 1,N,Y,N
ENSG00000198001,IRAK4,Tier 1,Y,N,N
ENSG00000198049,AVPR1B,Tier 1,Y,Y,N
ENSG00000198074,AKR1B10,Tier 1,Y,Y,N
ENSG00000198077,CYP2A7,Tier 1,Y,N,Y
ENSG00000198099,ADH4,Tier 1,Y,N,Y
ENSG00000198121,LPAR1,Tier 1,Y,Y,N
ENSG00000198189,HSD17B11,Tier 1,N,N,Y
ENSG00000198203,SULT1C2,Tier 1,N,N,Y
ENSG00000198223,CSF2RA,Tier 1,N,Y,N
ENSG00000198355,PIM3,Tier 1,Y,N,N
ENSG00000198400,NTRK1,Tier 1,Y,N,N
ENSG00000198431,TXNRD1,Tier 1,Y,N,N
ENSG00000198502,HLA-DRB5,Tier 1,N,Y,N
ENSG00000198598,MMP17,Tier 1,Y,Y,N
ENSG00000198691,ABCA4,Tier 1,Y,Y,Y
ENSG00000198704,GPX6,Tier 1,N,Y,Y
ENSG00000198734,F5,Tier 1,N,Y,N
ENSG00000198785,GRIN3A,Tier 1,Y,N,N
ENSG00000198793,MTOR,Tier 1,Y,N,N
ENSG00000198805,PNP,Tier 1,Y,N,N
ENSG00000198822,GRM3,Tier 1,Y,N,N
ENSG00000198838,RYR3,Tier 1,Y,N,N
ENSG00000198848,CES1,Tier 1,Y,Y,Y
ENSG00000198851,CD3E,Tier 1,N,Y,N
ENSG00000198900,TOP1,Tier 1,Y,N,N
ENSG00000198909,MAP3K3,Tier 1,Y,N,N
ENSG00000198947,DMD,Tier 1,N,Y,N
ENSG00000203797,DDO,Tier 1,Y,N,Y
ENSG00000203859,HSD3B2,Tier 1,Y,N,N
ENSG00000204231,RXRB,Tier 1,Y,N,N
ENSG00000204264,PSMB8,Tier 1,Y,N,N
ENSG00000204287,HLA-DRA,Tier 1,N,Y,N
ENSG00000204385,SLC44A4,Tier 1,N,Y,N
ENSG00000204427,ABHD16A,Tier 1,Y,N,N
ENSG00000204580,DDR1,Tier 1,Y,Y,N
ENSG00000204681,GABBR1,Tier 1,Y,Y,N
ENSG00000204983,PRSS1,Tier 1,Y,Y,N
ENSG00000205155,PSENEN,Tier 1,Y,N,N
ENSG00000205268,PDE7A,Tier 1,Y,N,N
ENSG00000205359,SLCO6A1,Tier 1,N,N,Y
ENSG00000205571,SMN2,Tier 1,Y,N,N
ENSG00000205755,CRLF2,Tier 1,N,Y,N
ENSG00000206503,HLA-A,Tier 1,Y,Y,N
ENSG00000211445,GPX3,Tier 1,N,Y,Y
ENSG00000211452,DIO1,Tier 1,Y,N,N
ENSG00000211699,TRGV3,Tier 1,N,Y,N
ENSG00000211707,TRBV7-1,Tier 1,N,Y,N
ENSG00000211810,TRAV29DV5,Tier 1,N,Y,N
ENSG00000211891,IGHE,Tier 1,N,Y,N
ENSG00000212122,TSSK1B,Tier 1,Y,N,N
ENSG00000213341,CHUK,Tier 1,Y,N,N
ENSG00000213366,GSTM2,Tier 1,N,N,Y
ENSG00000213694,S1PR3,Tier 1,Y,Y,N
ENSG00000213759,UGT2B11,Tier 1,N,N,Y
ENSG00000213903,LTB4R,Tier 1,Y,Y,N
ENSG00000213923,CSNK1E,Tier 1,Y,N,N
ENSG00000214042,IFNA7,Tier 1,N,Y,N
ENSG00000214102,WEE2,Tier 1,Y,N,N
ENSG00000215182,MUC5AC,Tier 1,N,Y,N
ENSG00000215644,GCGR,Tier 1,Y,Y,N
ENSG00000220205,VAMP2,Tier 1,N,Y,N
ENSG00000221867,MAGEA3,Tier 1,N,Y,N
ENSG00000222040,ADRA2B,Tier 1,Y,Y,N
ENSG00000226979,LTA,Tier 1,N,Y,N
ENSG00000227507,LTB,Tier 1,N,Y,N
ENSG00000228716,DHFR,Tier 1,Y,N,N
ENSG00000229164,TRAC,Tier 1,N,Y,N
ENSG00000232810,TNF,Tier 1,Y,Y,N
ENSG00000233276,GPX1,Tier 1,N,N,Y
ENSG00000236637,IFNA4,Tier 1,N,Y,N
ENSG00000239697,TNFSF12,Tier 1,N,Y,N
ENSG00000239732,TLR9,Tier 1,Y,Y,N
ENSG00000240224,UGT1A5,Tier 1,N,N,Y
ENSG00000241119,UGT1A9,Tier 1,N,N,Y
ENSG00000241186,TDGF1,Tier 1,N,Y,N
ENSG00000241635,UGT1A8,Tier 1,N,N,Y
ENSG00000242366,UGT1A1,Tier 1,N,N,Y
ENSG00000242515,UGT1A10,Tier 1,N,N,Y
ENSG00000243135,UGT1A3,Tier 1,N,N,Y
ENSG00000243480,AMY2A,Tier 1,Y,Y,N
ENSG00000243772,KIR2DL3,Tier 1,N,Y,N
ENSG00000243955,GSTA1,Tier 1,Y,N,Y
ENSG00000244067,GSTA2,Tier 1,N,N,Y
ENSG00000244122,UGT1A7,Tier 1,N,N,Y
ENSG00000244474,UGT1A4,Tier 1,N,N,Y
ENSG00000248144,ADH1C,Tier 1,Y,N,Y
ENSG00000254087,LYN,Tier 1,Y,N,N
ENSG00000255974,CYP2A6,Tier 1,Y,N,Y
ENSG00000256713,PGA5,Tier 1,Y,Y,N
ENSG00000257335,MGAM,Tier 1,Y,N,N
ENSG00000257365,FNTB,Tier 1,Y,N,N
ENSG00000258429,PDF,Tier 1,Y,N,N
ENSG00000258839,MC1R,Tier 1,Y,Y,N
ENSG00000258947,,Tier 1,Y,Y,N
ENSG00000259207,ITGB3,Tier 1,Y,Y,N
ENSG00000261052,SULT1A3,Tier 1,N,N,Y
ENSG00000267534,S1PR2,Tier 1,Y,N,N
ENSG00000269858,EGLN2,Tier 1,Y,N,N
ENSG00000270024,C8orf44-SGK3,Tier 1,Y,N,N
ENSG00000273079,GRIN2B,Tier 1,Y,N,N
ENSG00000001036,FUCA2,Tier 2,Y,Y,N
ENSG00000001084,GCLC,Tier 2,Y,N,N
ENSG00000002330,BAD,Tier 2,Y,N,N
ENSG00000002726,AOC1,Tier 2,Y,Y,N
ENSG00000004487,KDM1A,Tier 2,Y,N,N
ENSG00000005339,CREBBP,Tier 2,Y,N,N
ENSG00000006062,MAP3K14,Tier 2,Y,N,N
ENSG00000006634,DBF4,Tier 2,Y,N,N
ENSG00000006837,CDKL3,Tier 2,Y,N,N
ENSG00000007952,NOX1,Tier 2,Y,N,N
ENSG00000008118,CAMK1G,Tier 2,Y,N,N
ENSG00000008128,CDK11A,Tier 2,Y,N,N
ENSG00000008516,MMP25,Tier 2,Y,Y,N
ENSG00000010219,DYRK4,Tier 2,Y,N,N
ENSG00000010379,SLC6A13,Tier 2,Y,N,N
ENSG00000010438,PRSS3,Tier 2,Y,Y,N
ENSG00000011304,PTBP1,Tier 2,Y,N,N
ENSG00000011405,PIK3C2A,Tier 2,Y,N,N
ENSG00000011422,PLAUR,Tier 2,Y,Y,N
ENSG00000011485,PPP5C,Tier 2,Y,N,N
ENSG00000012048,BRCA1,Tier 2,Y,N,N
ENSG00000014216,CAPN1,Tier 2,Y,N,N
ENSG00000014257,ACPP,Tier 2,Y,Y,N
ENSG00000025434,NR1H3,Tier 2,Y,N,N
ENSG00000025708,TYMP,Tier 2,Y,N,N
ENSG00000027644,INSRR,Tier 2,Y,Y,N
ENSG00000031544,NR2E3,Tier 2,Y,N,N
ENSG00000033178,UBA6,Tier 2,Y,N,N
ENSG00000036473,OTC,Tier 2,Y,N,N
ENSG00000036565,SLC18A1,Tier 2,Y,N,N
ENSG00000036672,USP2,Tier 2,Y,N,N
ENSG00000041880,PARP3,Tier 2,Y,N,N
ENSG00000044574,HSPA5,Tier 2,Y,Y,N
ENSG00000049247,UTS2,Tier 2,Y,Y,N
ENSG00000051180,RAD51,Tier 2,Y,N,N
ENSG00000055332,EIF2AK2,Tier 2,Y,N,N
ENSG00000055732,MCOLN3,Tier 2,Y,N,N
ENSG00000056291,NPFFR2,Tier 2,Y,Y,N
ENSG00000057252,SOAT1,Tier 2,Y,N,N
ENSG00000058091,CDK14,Tier 2,Y,N,N
ENSG00000059758,CDK17,Tier 2,Y,N,N
ENSG00000060982,BCAT1,Tier 2,Y,N,N
ENSG00000064601,CTSA,Tier 2,Y,Y,N
ENSG00000064651,SLC12A2,Tier 2,Y,N,N
ENSG00000064687,ABCA7,Tier 2,Y,Y,N
ENSG00000065427,KARS,Tier 2,Y,Y,N
ENSG00000065833,ME1,Tier 2,Y,N,N
ENSG00000066044,ELAVL1,Tier 2,Y,N,N
ENSG00000066135,KDM4A,Tier 2,Y,N,N
ENSG00000068903,SIRT2,Tier 2,Y,N,N
ENSG00000068976,PYGM,Tier 2,Y,N,N
ENSG00000069956,MAPK6,Tier 2,Y,N,N
